ID,ARTICULO,COD. PROV,COSTO,$ VENTA1,$ VENTA 2,MARCA,ITEM,Items,Stock,PROVEEDOR,NRO DE CLIENTE
0,,,,,,,,,,ZERAMIKO,5290
1000,CEMENTO X BOLSA - HOLCIM X 25KG,10085087,5000.156,6000.0,6600.0,minetti,BOLSAS,BOLSAS,933.0,HOLCIM - MINETTI,3618
1001,MAESTRO - HERCAL X 25 KG,10084067,4583.268,5500.0,6050.0,minetti,BOLSAS,BOLSAS,206.0,HOLCIM - MINETTI,3618
1002,CEMENTO X BOLSA - HOLCIM X 50 KG,,7500.185,12000.0,13200.0,minetti,BOLSAS,BOLSAS,-1.0,HOLCIM - MINETTI,3618
1003,WEBER ADHESIVO COL SUPERFLEX X 25 KG,92-0151,23452.695,28143.0,30958.0,WEBER,BOLSAS,BOLSAS,28.0,WEBER - IGGAM,3607
1004,CAL HIDRATADA  X 25 KG,10061798,4665.155,7500.0,8250.0,minetti,BOLSAS,BOLSAS,12.0,HOLCIM - MINETTI,3618
1005,PASTINA WEBER X 5 KGS,92-1522,7515.562,11300.0,11639.0,WEBER,BOLSAS,BOLSAS,-1.0,WEBER - IGGAM,3607
1006,Z CAL HIDRATADA,,93.506,117.0,129.0,minetti,BOLSAS,BOLSAS,0.0,CEFAS S.A,4268
1007,ZZCAL X KG,,0.0,0.0,0.0,minetti,BOLSAS,BOLSAS,130.0,AAA VARIOS,3714
1008,WEBER VENECIANO NIEVE X 5 KG,92-0138,8403.681,10084.0,11093.0,PLASTER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1009,PASTINA PLOMO X 2 KG,92-1120,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,31.0,WEBER - IGGAM,3607
1011,PASTINA PLATA X 2 KG,92-1119,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,10.0,WEBER - IGGAM,3607
1012,WEBER ADHESIVO COL GRIS X 30 KG,92-0012,6467.149,7761.0,8537.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1013,WE REVOQUE FINTUC X 25 KG,,4622.2,5547.0,6101.0,FINTUC,BOLSAS,BOLSAS,0.0,FINTUC,3612
1014,ZZZADHESIVO CEMENTICIO  X 30 KGS,,10930.075,13116.0,14428.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1015,YESO X BOLSA ESFINGE,,8893.5,11500.0,12650.0,SIN ASIGNAR,BOLSAS,BOLSAS,47.0,COMPANIA MINERA,3627
1016,WEBER REVOQUE FINO X 25 KG,90-2755,6287.544,7600.0,8360.0,WEBER,BOLSAS,BOLSAS,123.0,WEBER - IGGAM,3607
1017,PASTINA KLAUCOL X 1 KG,42WCCLA27,5693.932,6800.0,7480.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1019,PASTINA ARENA X 2 KG,92-1104,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,9.0,WEBER - IGGAM,3607
1020,MAESTRO - HERCAL X 40 KG,,6666.495,9600.0,10560.0,minetti,BOLSAS,BOLSAS,0.0,HOLCIM - MINETTI,3618
1021,PASTINA BEIGE X 2 KG,92-1105,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1022,ZZWE ADHESIVO FINTUC X 30 KG,,224.799,292.0,321.0,FINTUC,BOLSAS,BOLSAS,0.0,FINTUC,3612
1023,PASTINA CHAMPAGNE X 2 KG,92-1102,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,8.0,WEBER - IGGAM,3607
1024,CEMENTO BLANCO X KG,6110,1925.91,3505.0,3856.0,WEBER,BOLSAS,BOLSAS,18.0,H. J. HERRERA S.R.L.,3623
1025,PASTINA GALIO X 1 KG,92-1104,2761.221,3300.0,3630.0,WEBER,BOLSAS,BOLSAS,-2.0,WEBER - IGGAM,3607
1026,TELGOPOR EN PERLAS (BOLSA),,308.214,401.0,441.0,SIN ASIGNAR,BOLSAS,BOLSAS,1.0,AISLANTES TECNOPOR SRL,3665
1027,PASTINA TEJA PORCEL X 2 KG,92-1211,6424.474,7800.0,8580.0,WEBER,BOLSAS,BOLSAS,6.0,WEBER - IGGAM,3607
1028,ZZPASTINA TEJA X 2KG,42WCCLA27,9817.123,11781.0,12959.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1029,HERCAL X KG,,211.75,244.0,268.0,minetti,BOLSAS,BOLSAS,143.0,AAA VARIOS,3714
1030,PASTINA NIEVE X 2 KG,92-1100,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,27.0,WEBER - IGGAM,3607
1031,"ESPIGA ROSCA M 1 1/2""",022000080,711.914,925.0,1018.0,SIN ASIGNAR,PPM ESPIGAS,PPM ESPIGAS,-2.99,TUBONOR (PROVEEDOR),3706
1032,TEC DUR X 25 KGS,94-0001,45242.912000000004,54291.0,59721.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1033,ZZREVOQUE FINO PLASTER IMP X 25 KGS,,6776.0,8470.0,9317.0,PLASTER,BOLSAS,BOLSAS,0.0,PLASTER - LIMBADI SRL,3724
1035,WEBER ADHESIVO TEC REFRAC X 20 KG,94-0045,57452.813,68943.0,75838.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1036,WEBER SALPICRETE ARENA X 30 KG,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,0.01,WEBER - IGGAM,3607
1037,ZZPASTINA VERDE JADE X 2 KG,42WCCLA27,9817.123,11781.0,12959.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1038,PASTINA NEGRA X 2 KG,92-1122,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,15.0,WEBER - IGGAM,3607
1039,WEBER PROMEX E - 3-1 X 30 KG,90-2714,8695.146,10434.0,11478.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1040,ZZPASTINA VERDE MUSGO X 2 KG,42WCCLA27,9817.123,11781.0,12959.0,WEBER,BOLSAS,BOLSAS,-2.0,WEBER - IGGAM,3607
1041,ZZPASTINA MADERA X 2 KG,42WCCLA27,9817.123,11781.0,12959.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1042,PASTINA HABANO PORCEL. X 2 KG,92-1213,6424.474,7800.0,8580.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1043,CEMENTO LICITACION SAT,,55.999,84.0,92.0,SIN ASIGNAR,BOLSAS,BOLSAS,0.0,AAA VARIOS,3714
1044,WEBER SALPICRETE BEIGE X 30 KG,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1045,WEBER SUPER IGGAM MARFIL,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1046,PASTINA TERRACOTA X 2 KG,92-1109,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,13.0,WEBER - IGGAM,3607
1047,WE REVOQUE FINO A LA CAL,,7180.8330000000005,8617.0,9479.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1048,PASTINA HABANO X 2 KG,92-1127,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,30.0,WEBER - IGGAM,3607
1049,WEBER SUPER IGGAM ARENA,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1051,PASTINA PERLATO X 2 KG,92-1101,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,15.0,WEBER - IGGAM,3607
1052,WE ADHESIVO CEMENTICIO X KG,,483.959,581.0,639.0,WEBER,BOLSAS,BOLSAS,3728.0,WEBER - IGGAM,3607
1054,WE REVOQUE FINO X KG,,266.2,399.0,439.0,SIN ASIGNAR,BOLSAS,BOLSAS,4483.0,AAA VARIOS,3714
1055,PASTINA X 1 KGS,6409,2398.887,3838.0,4222.0,WEBER,BOLSAS,BOLSAS,-22.99,H. J. HERRERA S.R.L.,3623
1056,WEBER SALPICRETE TERRACOTA X 30 KG,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,0.01,WEBER - IGGAM,3607
1057,WEBER ADHESIVO TEC REFRAC X 10 KG.,94-0046,31466.25,37760.0,41535.0,WEBER,BOLSAS,BOLSAS,6.0,WEBER - IGGAM,3607
1058,YESO X KG,,372.68,708.0,779.0,SIN ASIGNAR,BOLSAS,BOLSAS,-5461.0,COMPANIA MINERA,3627
1059,WEBER SUPER IGGAM OCRE,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1060,CEMENTO X KG,,199.65,300.0,330.0,minetti,BOLSAS,BOLSAS,-2807.0,AAA VARIOS,3714
1061,WEBER ADHESIVO COL PORCELLANATO X 25 KG,92-0122,15589.237000000001,18707.0,20578.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1062,WEBER SUPER IGGAM BLANCO,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1064,WEBER PROMEX I - 2-1 X 30 KG,90-2699,6576.249,7891.0,8681.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1065,WEBER ADHESIVO COL PRO X 25 KG.,92-0102,12550.598,15100.0,16610.0,WEBER,BOLSAS,BOLSAS,46.0,WEBER - IGGAM,3607
1067,WEBER SALPICRETE MARFIL X 30 KG.,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1068,WEBER SUPER IGGAM GRIS,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1070,WEBER REVOQUE FINO  FORTE X 25 KG,90-2760,6810.866,8200.0,9020.0,WEBER,BOLSAS,BOLSAS,23.0,WEBER - IGGAM,3607
1071,WEBER TEC CERESITA X 30 KG,94-0056,11131.44,13358.0,14694.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1072,WEBER ADHESIVO COL RENOVA. X 25 KG,92-0143,21884.265,26261.0,28887.0,WEBER,BOLSAS,BOLSAS,23.0,WEBER - IGGAM,3607
1073,WEBER REV ANTIQUE AMARILLOX25KG,W26,6540.294,7848.0,8633.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1074,WEBER SALPICRETE BLANCO X 30 KG,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,1.0,WEBER - IGGAM,3607
1075,WEBER TEC IMPERSTOP X 5 LT,94-0050,36073.979,43289.0,47618.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1077,WEBER REVOQUE FINO EXT. X 25 HIDROREP,90-2610,8736.019,10500.0,11550.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1078,PASTINA JUNTA ANCHA NEGRA X 5 KG,92-1622,28672.0,37300.0,41030.0,WEBER,BOLSAS,BOLSAS,-14.0,WEBER - IGGAM,3607
1080,WEBER ADHESIVO COL IMPER. X 25 KG,92-0043,8834.75,10602.0,11662.0,WEBER,BOLSAS,BOLSAS,1.0,WEBER - IGGAM,3607
1082,WEBER ADHESIVO COL VENECIANO,92-0136,43825.592000000004,52600.0,57860.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1084,MATRIALES DE CONSTRUCCION VARIOS,,1.573,2.0,2.0,SIN ASIGNAR,BOLSAS,BOLSAS,-37267.0,AAA VARIOS,3714
1085,WEBER REVOQUE 3 - 1 MIX E X 30 KG,90-2670,8801.937,10562.0,11619.0,WEBER,BOLSAS,BOLSAS,1.0,WEBER - IGGAM,3607
1086,WEBER SUPER IGGAM TERRACOTA,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1088,WEBER PROTEC. LIQ.  X 6 LT,96-0804,78834.681,94602.0,104062.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1089,WEBER LIMPIADOR DE JUNTAS Y CERAMICAS X 5 LT,98-1001,82224.158,98669.0,108536.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1090,WEBER SALPICRETE MARRON PORTILLO X 30 KG,90-1004,29692.153000000002,35631.0,39194.0,WEBER,BOLSAS,BOLSAS,0.0,WEBER - IGGAM,3607
1112,PASTINA MEDANO X 2 KG,92-1125,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,20.0,WEBER - IGGAM,3607
1113,PASTINA FERRICO X 2 KG,92-1110,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,7.0,WEBER - IGGAM,3607
1114,PASTINA PERLA X 2 KG,92-1124,3471.362,4200.0,4620.0,WEBER,BOLSAS,BOLSAS,15.0,WEBER - IGGAM,3607
2001,AR ARIDOS VARIOS,,1.486,1.0,2.0,SIN ASIGNAR,ARIDOS,ARIDOS,-25205100.0,CEJAS ARIDOS,4562
2002,AR ARENA MEDIANA  X M3,,20833.78,33000.0,36300.0,SIN ASIGNAR,ARIDOS,ARIDOS,-143.0,CEJAS ARIDOS,4562
2003,ZAR RIPIO ESTABILIZADO X VIAJE,,114950.0,137940.0,151734.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,AAA VARIOS,3714
2004,AR ARENA MEDIANA X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,444.24,CEJAS ARIDOS,4562
2005,AR ARENA LAVADA X VIAJE,,181500.0,265000.0,291500.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2006,AR ARENA MEDIANA X CARRETILLA,,2236.596,4000.0,4400.0,SIN ASIGNAR,ARIDOS,ARIDOS,1527.0,CEJAS ARIDOS,4562
2007,AR TIERRA NEGRA (X VIAJE),,78780.232,118170.0,129987.0,SIN ASIGNAR,ARIDOS,ARIDOS,-25.0,CEJAS ARIDOS,4562
2008,AR ARENA GRUESA X VIAJE,,114999.61,167000.0,183700.0,SIN ASIGNAR,ARIDOS,ARIDOS,1.0,CEJAS ARIDOS,4562
2009,AR RIPIO LAVADO 1 - 3 X CARRETILLA,,3146.0,6000.0,6600.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2010,AR RIPIO BRUTO FINO X M3,,20833.78,33000.0,36300.0,SIN ASIGNAR,ARIDOS,ARIDOS,-2423.25,CEJAS ARIDOS,4562
2011,AR ARENA FINA X BOLSA,,2871.935,4500.0,4950.0,SIN ASIGNAR,ARIDOS,ARIDOS,-14.0,AAA VARIOS,3714
2012,AR RIPIO BRUTO FINO X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,243.2,CEJAS ARIDOS,4562
2013,AR ARENA FINA X M3,,32331.2,47000.0,51700.0,SIN ASIGNAR,ARIDOS,ARIDOS,-43.25,AAA VARIOS,3714
2014,AR RIPIO BRUTO MEDIANO X M3,,20833.78,33000.0,36300.0,SIN ASIGNAR,ARIDOS,ARIDOS,-8.0,CEJAS ARIDOS,4562
2015,AR PIEDRA PARTIDA X M3,,33673.552,50510.0,55561.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2016,AR RIPIO BRUTO MEDIANO X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2017,BOLSA P/ARIDOS,,261.55400000000003,400.0,440.0,SIN ASIGNAR,ARIDOS,ARIDOS,-3245.0,AAA VARIOS,3714
2018,AR RIPIO BRUTO GRUESO X M3,,20833.78,33000.0,36300.0,SIN ASIGNAR,ARIDOS,ARIDOS,-8.0,CEJAS ARIDOS,4562
2019,AR GRAVA FINA X M3,,76696.871,127317.0,140048.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2020,AR RIPIO BRUTO GRUESO X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2021,AR RIPIO BRUTO X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,3.0,CEJAS ARIDOS,4562
2022,ZBOVEDILLA TELGOPOR 12 X 1 MT,,4.8790000000000004,9450.0,10395.0,TENSOLITE,VARIOS,VARIOS,-383.25,NORVIGUET SRL,3733
2024,AR RIPIO LAVADO 1 - 3 X VIAJE,,239999.991,349000.0,383900.0,SIN ASIGNAR,ARIDOS,ARIDOS,102.8,CEJAS ARIDOS,4562
2026,AR PIEDRA BOLA X M3,,25005.012,43800.0,48180.0,SIN ASIGNAR,ARIDOS,ARIDOS,-2.0,CEJAS ARIDOS,4562
2028,AR PIEDRA BOLA X VIAJE,,150000.07,219000.0,240900.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2029,ZAR M3 ARENA,,20570.0,33940.0,37334.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2030,AR GRAVA GRUESA X M3,,76696.871,127317.0,140048.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2031,AR RIPIO LAVADO DEL 3 - 5 X VIAJE,,169400.0,279510.0,307461.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2032,AR GRANZA RUBIA X BOLSA,,18150.0,23595.0,25954.0,SIN ASIGNAR,ARIDOS,ARIDOS,-35.0,CEJAS ARIDOS,4562
2033,AR ARENA LAVADA X M3,,32071.413,48500.0,53350.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2034,AR ARENA GRUESA X M3,,19166.4,31000.0,34100.0,SIN ASIGNAR,ARIDOS,ARIDOS,-2.0,CEJAS ARIDOS,4562
2035,AR GRANZA X MT3,,30678.517,44484.0,48932.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2036,AR ARENA FINA X VIAJE,,193600.0,281000.0,309100.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,AAA VARIOS,3714
2038,AR ARENA MEDIANA X BOLSA,,1357.6200000000001,2000.0,2200.0,SIN ASIGNAR,ARIDOS,ARIDOS,-10177.0,CEJAS ARIDOS,4562
2039,AR BASE ESTABILIZADO,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,-7.0,CEJAS ARIDOS,4562
2040,AR RIPIO LAVADO 1 - 2 X VIAJE,,199650.0,291489.0,320638.0,SIN ASIGNAR,ARIDOS,ARIDOS,1.0,CEJAS ARIDOS,4562
2041,AR RETIRO DE ESCOMBRO,,78780.232,115019.0,126521.0,SIN ASIGNAR,ARIDOS,ARIDOS,-14.0,CEJAS ARIDOS,4562
2042,AR RIPIO LAVADO 1 - 3 X M3,,40000.18,63000.0,69300.0,SIN ASIGNAR,ARIDOS,ARIDOS,-100.5,CEJAS ARIDOS,4562
2046,ZAR RIPIO LAVADO 1 - 2 X BOLSA,,3630.0,4356.0,4792.0,SIN ASIGNAR,ARIDOS,ARIDOS,49.0,AAA VARIOS,3714
2047,ZZAR RIPIO BRUTO BOLSA S/ENVASE,,1336.366,1737.0,1911.0,SIN ASIGNAR,ARIDOS,ARIDOS,-671.0,CEJAS ARIDOS,4562
2048,AR RIPIO BRUTO X BOLSA,,1344.31,2000.0,2200.0,SIN ASIGNAR,ARIDOS,ARIDOS,-2997.0,CEJAS ARIDOS,4562
2049,AR VIAJE EQUIPO X 24 M3,,193030.695,289546.0,318501.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2050,ZZAR ARENA X BOLSA S/ENVASE,,2205.225,2646.0,2911.0,SIN ASIGNAR,ARIDOS,ARIDOS,-1857.0,CEJAS ARIDOS,4562
2051,ZAR RIPIO ESTABILIZADO X M3,,22627.0,32809.0,36090.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,AAA VARIOS,3714
2052,AR GRANZA GRIS LAVADA X VIAJE,,308731.5,385914.0,424506.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2054,AR GRANZA GRIS X BOLSA,,12100.0,18150.0,19965.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2055,AR MIXTO X VIAJE,,125000.26000000001,181500.0,199650.0,SIN ASIGNAR,ARIDOS,ARIDOS,37.5,CEJAS ARIDOS,4562
2056,AR RIPIO LAVADO 1 - 3 X BOLSA,,2444.2000000000003,4000.0,4400.0,SIN ASIGNAR,ARIDOS,ARIDOS,-809.0,CEJAS ARIDOS,4562
2057,AR VIAJE DE CANTERA,,78780.232,115019.0,126521.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2059,ZZAR BASE ESTABILIZADA X MT,,21780.0,31581.0,34739.0,SIN ASIGNAR,ARIDOS,ARIDOS,-28.0,CEJAS ARIDOS,4562
2060,AR RIPIO BRUTO X CARRETILLA,,2236.596,4000.0,4400.0,SIN ASIGNAR,ARIDOS,ARIDOS,0.0,CEJAS ARIDOS,4562
2061,AR PIEDRA PARTIDA VIAJE,,202000.909,303001.0,333301.0,SIN ASIGNAR,ARIDOS,ARIDOS,-4.0,CEJAS ARIDOS,4562
2062,ZZZAR RIPIO LAVADO 1-3 X BOLSA S/ENVASE,,2969.703,3564.0,3920.0,SIN ASIGNAR,ARIDOS,ARIDOS,-182.0,CEJAS ARIDOS,4562
2063,PERMISO PARA DESCARGA CAMION,,18331.5,23831.0,26214.0,SIN ASIGNAR,ARIDOS,ARIDOS,-51.0,AAA VARIOS,3714
3001,ZGLOBAL LADRILLO,,1.21,1.0,1.1,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3002,LADRILLO COMUN (X UNIDAD),,140.0,217.0,289.0,JUAREZ,LADRILLOS,LADRILLOS,-34434.0,SUAREZ CARLOS LADRILLOS,4541
3004,LADRILLO COMUN (X 1000),,139999.989,203280.0,223608.0,JUAREZ,LADRILLOS,LADRILLOS,2.9,SUAREZ CARLOS LADRILLOS,4541
3006,ZLADRILLO A LA VISTA (X UNIDAD),,0.0,0.0,0.0,JUAREZ,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3008,ZLADRILLO A LA VISTA (X 1000),,5103.0380000000005,6124.0,8144.0,JUAREZ,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3009,LADRILLO SEMI VISTA ( X 1000 ),,199999.99300000002,291240.0,387349.0,JUAREZ,LADRILLOS,LADRILLOS,7.23,SUAREZ CARLOS LADRILLOS,4541
3010,LADRILLO HUECO 8 X 18 X 25,,323.978,389.0,428.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3011,LADRILLO SEMI VISTA ( X UNIDAD ),,200.0,310.0,412.0,JUAREZ,LADRILLOS,LADRILLOS,-6716.0,SUAREZ CARLOS LADRILLOS,4541
3012,LADRILLO HUECO 8 X 18 X 33,,427.663,513.0,564.0,LADRISER,LADRILLOS,LADRILLOS,3182.0,CERAMICA MARCOS PAZ,3703
3014,LADRILLO HUECO 12 X 18 X 25,,421.107,505.0,556.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3015,LADRILLO REFRACTARIO,,1.0,1.0,1.0,JUAREZ,LADRILLOS,LADRILLOS,-52.0,AAA VARIOS,3714
3016,LADRILLO HUECO 12 X 18 X 33,,555.869,667.0,734.0,LADRISER,LADRILLOS,LADRILLOS,141.0,CERAMICA MARCOS PAZ,3703
3017,ZLADRILLO SELECCIONADO X 1000,,34020.006,42525.0,56558.0,JUAREZ,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3018,LADRILLO HUECO 18 X 18 X 25,,570.836,685.0,754.0,LADRISER,LADRILLOS,LADRILLOS,-144.0,CERAMICA MARCOS PAZ,3703
3019,ZLADRILLO VISTOS X 1000,,2794.755,3493.0,4646.0,JUAREZ,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3020,TEJUELA 20 X 35 CM,,121.70400000000001,146.0,194.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3021,TEJA COLONIAL CHICA (25xM2),,0.0,0.0,0.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3022,LADRILLO HUECO 18 X 18 X 33,,753.508,904.0,994.0,LADRISER,LADRILLOS,LADRILLOS,167.0,CERAMICA MARCOS PAZ,3703
3023,ZLADRILLO P / REVESTIMIENTO X 1000,,2794.755,2795.0,3717.0,JUAREZ,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3024,ZZLADRILLO LOZA 9.5 X 25 X 42  *,,444.483,533.0,587.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3025,TEJA COLONIAL MED   (22xM2),,0.0,0.0,0.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3026,LADRILLO LOZA 12.5 X 25 X 42,,1450.634,1741.0,1915.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3027,TEJA COLONIAL GDE   (23XM2),07006,241.151,289.0,385.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3028,LADRILLO DOS TUBOS,,191.138,229.0,305.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3029,liston,,0.0,0.0,0.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3030,LADRILLO REFRACTARIO 40 X 40,,1.0,1.0,1.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,-13.0,AAA VARIOS,3714
3031,LADRILLO LOZA 16.5 X 25 X 42  *,,1733.064,2080.0,2288.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3033,ZZLADRILLO HUECO 8 X 18 (MITADES),,359.485,503.0,553.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3034,LADRILLO AISLANTE 60 X 20 X 15,,238.491,262.0,349.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,ADICEM,5366
3035,ZZZLADRILLO HUECO 18 X 18 X 33 OFERTA,,566.639,680.0,748.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3044,TEJA FUEGUINA 13XM2,07002,191.77,230.0,306.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
3046,TEJA FRANCESA,,0.0,0.0,0.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,AAA VARIOS,3714
3048,LADRILLO P/REVESTIMIENTO,,23.787,32.0,43.0,SIN ASIGNAR,LADRILLOS,LADRILLOS,0.0,XSUAREZ LADRILLOS 2014,3731
3050,LADRILLO HUECO 12 X 18 (MITADES),,389.108,467.0,514.0,LADRISER,LADRILLOS,LADRILLOS,0.0,CERAMICA MARCOS PAZ,3703
