ID,ARTICULO,COD. PROV,COSTO,$ VENTA1,$ VENTA 2,MARCA,ITEM,Items,Stock,PROVEEDOR,NRO DE CLIENTE
56649,FLEXIBLE MALLADO 1/2 X 30 CM,075000193,3172.448,4124.0,4537.0,MEXICAM,PLOMERIA,PLOMERIA,8.0,TUBONOR (PROVEEDOR),3706
56650,FLEXIBLE MALLADO 1/2 X 40 CM,075000195,3664.661,4764.0,5240.0,MEXICAM,PLOMERIA,PLOMERIA,-33.0,TUBONOR (PROVEEDOR),3706
56651,N1 RAMAL 90 X 110 C/VENT,031000175,8694.735,11303.0,12433.0,SIN ASIGNAR,"PVC ACCESORIOS 3,2 N1","PVC ACCESORIOS 3,2 N1",16.0,TUBONOR (PROVEEDOR),3706
56652,"GALV CURVA MH 4""",072000017,97127.753,126266.0,138893.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,0.0,TUBONOR (PROVEEDOR),3706
56653,"GALV TEE 4""",072000155,46571.68,60543.0,66598.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,1.0,TUBONOR (PROVEEDOR),3706
56655,"TUERCA HEX. 5/8""",TDNC08279,191.368,287.0,316.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,117.0,BREMEN ARGENTINA S.A.,4335
56656,"BULON G5 HEX. 5/8"" X 3""",B5C16076,948.179,1422.0,1564.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,0.0,BREMEN ARGENTINA S.A.,4335
56657,"PINZA PICO LORO 10"" BREMEN",8219,16890.342,25336.0,27869.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,6.0,BREMEN ARGENTINA S.A.,4335
56658,"PISTOLA PARA PINTAR ""HVLP"" BREMEN",5937,52158.759,78238.0,86062.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,-4.0,BREMEN ARGENTINA S.A.,4335
56659,CRIQUE CARRO PESADO 3 TON,5571,335745.506,503618.0,553980.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,1.0,BREMEN ARGENTINA S.A.,4335
56660,JUEGO LLAVE COMBINADA 6 - 24 MM,7177,171982.101,257973.0,283770.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,0.0,BREMEN ARGENTINA S.A.,4335
56661,JUEGO LLAVE TUBO 8 - 32 MM CON MANGO,6659,57269.693,85905.0,94495.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,1.0,BREMEN ARGENTINA S.A.,4335
56662,"TUERCA HEX. 1""",TDNC25200,792.37,1189.0,1307.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,22.0,BREMEN ARGENTINA S.A.,4335
56663,ALAMBRE CONCERTINA DOBLE 300 X 7.5 MTS,,6508.59,9763.0,10739.0,SIN ASIGNAR,ALAMBRES,ALAMBRES,15.0,AAA VARIOS,3714
56664,"ZZPINZA CORTE OBLICUO 6"" PROFESIONAL",6338,10776.999,16165.0,17782.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,0.0,BREMEN ARGENTINA S.A.,4335
56665,PICO PUNTA Y HACHA 75 MM,112039,51822.077,77733.0,85506.0,CHAYTO,FERRETERIA,FERRETERIA,-5.99,FERRETERA DEL NORTE,3600
56666,TANQUE BASE GRANDE,ACC036,63705.468,89188.0,98106.0,OBRAPLUS,PLOMERIA,PLOMERIA,0.0,OBRAPLUS TANQUES SE RETIRA EN PLANTA,3608
56667,PIÑON P/ HORMIGONERA,,15151.499,19697.0,21667.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,1.0,HOLCIM - MINETTI,3618
56668,EJE P/ HOEMIGONERA,,31.508,39.0,43.0,SIN ASIGNAR,MAQUINA HERRAMIENTA,MAQUINA HERRAMIENTA,0.0,PAOLUCCI REPRESEN.,3689
56671,GAS FUSION TEE   25 X 3/4,07.63.13.54,5242.41,7864.0,8650.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,0.0,GUIDOLI - FLORIO S.R.L.,3617
56672,ZZGAM. COMPRESOR 3 HP 100 LT,G2803AR,1154253.681,1500530.0,1650583.0,GAMMA,MAQUINA HERRAMIENTA,MAQUINA HERRAMIENTA,-1.0,SIMPA,3680
56673,JABALINA 3/4  X 2 MT,20654,29469.959,41258.0,45384.0,SIN ASIGNAR,ELECTRICIDAD,ELECTRICIDAD,-5.0,ITUARTE ELECTRICIDAD S.R.L.,6085
56674,"PIPETA BEQUELITA 1""",1236,2081.265,3122.0,3434.0,COBREFLEX,ELECTRICIDAD,ELECTRICIDAD,0.0,ITUARTE ELECTRICIDAD S.R.L.,6085
56675,MOLDURA 961 30 X 40 LISTON X 3.05,,69.369,97.0,107.0,SIN ASIGNAR,MADERAS,MADERAS,0.0,AAA VARIOS,3714
56676,MOLDURA 406 44X44 ESUI X 3.05,,255.371,358.0,393.0,SIN ASIGNAR,MADERAS,MADERAS,0.0,AAA VARIOS,3714
56677,TRAVESAÑO RUETICO X 1.50,,55.267,77.0,85.0,SIN ASIGNAR,MADERAS,MADERAS,0.0,AAA VARIOS,3714
56678,WEBER FLOOR PRINT GRIS CLARO,96009910,53468.741,64162.0,70579.0,WEBER,BOLSAS,BOLSAS,1.0,WEBER - IGGAM,3607
56679,CHAPA TRAPEZ. ZINC CAL 25 X 1 MTS,310331,13579.311,15616.0,17178.0,REMETAL,TRAPEZOIDAL ZINC,TRAPEZOIDAL ZINC,-82.0,REMETAL,3626
56680,AR MIXTO 1-3 / ARENA LAVADA,,219999.78,320000.0,352000.0,SIN ASIGNAR,ARIDOS,ARIDOS,14.0,CEJAS ARIDOS,4562
56681,BISAGRA P/ PORTON REF.,,0.0,0.0,0.0,SIN ASIGNAR,FERRETERIA / ANEXO,FERRETERIA / ANEXO,10.0,REMETAL,3626
56682,IPS TEE PPM 1 1/2 X 3/4,053000160,4322.025,5619.0,6180.0,SIN ASIGNAR,PPM (ACCESORIOS) IPS,PPM (ACCESORIOS) IPS,0.0,TUBONOR (PROVEEDOR),3706
56683,IPS TEE PPM 1 1/2 X 1,053000160,4322.025,5619.0,6180.0,SIN ASIGNAR,PPM (ACCESORIOS) IPS,PPM (ACCESORIOS) IPS,0.0,TUBONOR (PROVEEDOR),3706
56684,IPS TEE PPM 1 1/2,053000155,2414.437,3139.0,3453.0,SIN ASIGNAR,PPM (ACCESORIOS) IPS,PPM (ACCESORIOS) IPS,0.0,TUBONOR (PROVEEDOR),3706
56685,IPS TEE PPM 1 1/2 X 1/2,053000160,4322.025,5619.0,6180.0,SIN ASIGNAR,PPM (ACCESORIOS) IPS,PPM (ACCESORIOS) IPS,0.0,TUBONOR (PROVEEDOR),3706
56686,IPS CODO HH 1 X 1/2,053000050,1168.397,1519.0,1671.0,SIN ASIGNAR,PPM (ACCESORIOS) IPS,PPM (ACCESORIOS) IPS,0.0,TUBONOR (PROVEEDOR),3706
56687,ZZZAIRE ACONDICIONADO SPLIT 3000 FR,,0.0,0.0,0.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,0.0,AAA VARIOS,3714
56688,GAM. EQUIPO P/ PINTAR SOPLETE 1200 W. PROF.,G2825AR,471094.194,612422.0,673665.0,GAMMA,MAQUINA HERRAMIENTA,MAQUINA HERRAMIENTA,0.0,SIMPA,3680
56689,TENSORES 40 MM,02-31059,2311.681,3400.0,3740.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,-12.0,CONTAINER S.R.L.,3638
56690,LLAVE INVERSORA A PALANCA,2720,87799.732,122920.0,135212.0,SIN ASIGNAR,ELECTRICIDAD,ELECTRICIDAD,0.0,ITUARTE ELECTRICIDAD S.R.L.,6085
56691,ZZOJO DE BUEY,296135,215.792,302.0,332.0,SIN ASIGNAR,ELECTRICIDAD,ELECTRICIDAD,0.0,C.J. ELECTRICIDAD S.H.,3712
56692,CHAPA TRAPEZOIDAL NEGRA 1 MT,56692,16088.281,20110.0,22121.0,REMETAL,TRAPEZOIDAL ZINC,TRAPEZOIDAL ZINC,0.0,GIACOSA EUGENIO,3615
56693,SERVICIO DE PEAJE COUNTRY,,1.21,1.0,1.0,SIN ASIGNAR,VARIOS,VARIOS,0.0,AAA VARIOS,3714
56694,GAS FUSION CAÑO 40 MM X 4 MT,054200040,34562.534,44931.0,49424.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,5.0,TUBONOR (PROVEEDOR),3706
56695,GAS FUSION CODO 90° 40 MM,054201040,5352.13,6958.0,7654.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,14.0,TUBONOR (PROVEEDOR),3706
56696,GAS FUSION CUPLA 40 MM,054203040,4197.71,5457.0,6003.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,13.0,TUBONOR (PROVEEDOR),3706
56697,"GAS FUSION CODO 90° R/M 40 X 1""",054201341,16251.188,21127.0,23239.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,6.0,TUBONOR (PROVEEDOR),3706
56698,GAS FUSION TEE 40 X 25,054202142,7768.044,10098.0,11108.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,0.0,TUBONOR (PROVEEDOR),3706
56699,GAS FUSION CUPLA 40 X 32,054203141,7047.723,9162.0,10078.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,0.0,TUBONOR (PROVEEDOR),3706
56700,GAS FUSION BOQUILLA 40 MM,054024140,19902.329,25873.0,28460.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,1.0,TUBONOR (PROVEEDOR),3706
56701,GAS FUSION BOQUILLA 25 MM,054024125,19902.329,25873.0,28460.0,SIN ASIGNAR,GAS FUSION,GAS FUSION,1.0,TUBONOR (PROVEEDOR),3706
56702,BOMBA B&B RA 100 T,001540,196182.69700000001,235419.0,258961.0,SIN ASIGNAR,ESPECIALES,ESPECIALES,0.0,BOMBAS B&B S.R.L.,5455
56703,BLOQUE DE HOR 19 X 19 X 39,3010000008,1143.5810000000001,1487.0,1635.0,TENSOLITE,HORMIGON COMPRIMIDO,HORMIGON COMPRIMIDO,39.0,TENSOLITE,3609
56704,ALQ. AUTOELEVADOR X HORA,,54450.0,54450.0,54450.0,herramienta corralon,ESPECIALES,ESPECIALES,-8.0,AAA VARIOS,3714
56705,ALQ. MOTOSIERRA,,1.0,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-6.0,AAA VARIOS,3714
56706,REPELENTE OFF,,4699.64,7049.0,7754.0,SIN ASIGNAR,LIMPIEZA,LIMPIEZA,20.0,AAA VARIOS,3714
56707,VQ PILETA PATIO 10 X 10,057000065,5363.852,6973.0,7670.0,VQ,PVC 3.2 VQ,PVC 3.2 VQ,8.0,TUBONOR (PROVEEDOR),3706
56708,PINT. CONVERTIDOR X 18 LT. VENTO,,0.0,0.0,0.0,SIN ASIGNAR,TERSUAVE,TERSUAVE,0.0,H. J. HERRERA S.R.L.,3623
56709,TERMICA BAW DIN 2 X 40 AMP,137024,10359.963,15540.0,17094.0,BAW,ELECTRICIDAD,ELECTRICIDAD,-4.0,FERRETERA DEL NORTE,3600
56710,POLIFUSION TUBO HEMBRA 32 X 3/4,056018103,2940.1240000000003,3822.0,4204.0,AMANCO,POLIFUSION,POLIFUSION,5.0,TUBONOR (PROVEEDOR),3706
56711,POLIFUSION CODO 45º FF 25 MH,056012697,636.392,827.0,910.0,AMANCO,POLIFUSION,POLIFUSION,24.0,TUBONOR (PROVEEDOR),3706
56712,PEIRANO LAZA COCINA PARED EXT.,046001126,64329.87,83629.0,91992.0,SIN ASIGNAR,REPUESTO Y GRIFERIAS FV,REPUESTO Y GRIFERIAS FV,2.0,TUBONOR (PROVEEDOR),3706
56713,DURLOCK CINTA TRAMADA X 45 MT,061013,3969.013,4763.0,5239.0,SIN ASIGNAR,MADERAS,MADERAS,1.0,DISTRIBUIDORA LAMADRID,3614
56714,RED DE TENISPROFECIONAL,,0.0,0.0,0.0,SIN ASIGNAR,VARIOS,VARIOS,0.0,AAA VARIOS,3714
56715,TIRAFONDO 5 X 65,114155,66.389,100.0,110.0,TIRAFONDO,FERRETERIA,FERRETERIA,500.0,FERRETERA DEL NORTE,3600
56716,PICO CHAYTO PUNTA Y PALA 75 MM ENCABADO,241019,60141.845,90213.0,99234.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,2.0,FERRETERA DEL NORTE,3600
56717,"LLAVE ""T"" HEXAGONAL 8 MM",6479,3995.449,5993.0,6592.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,2.0,BREMEN ARGENTINA S.A.,4335
56718,"LLAVE ""T"" HEXAGONAL 10 MM",26-10014,5648.338,8473.0,9320.0,BREMEN QUALITY TOOLS,FERRETERIA / ANEXO,FERRETERIA / ANEXO,2.0,CONTAINER S.R.L.,3638
56719,"SOPORTE MAGNETICO 3""",6662,4291.368,6437.0,7081.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,5.0,BREMEN ARGENTINA S.A.,4335
56720,CALIBRE DE ACERO 200 MM,2953,33942.08,50913.0,56004.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,1.0,BREMEN ARGENTINA S.A.,4335
56721,PUERTA PLACA CEDRO 0.70 X 2.05 M/ CH,,272460.54,408691.0,449560.0,SIN ASIGNAR,ABERTURAS,ABERTURAS,0.0,CORRALON SALTA ( CORREGIR DATOS),4725
56722,PINT. ANTIOXIDO VENTO X 1 LITRO,2402,6835.1720000000005,10253.0,11278.0,TERSUAVE,PINTURAS,PINTURAS,0.0,H. J. HERRERA S.R.L.,3623
56723,PINT. ANTIOXIDO VENTO X 4 LTS,2403,24468.635000000002,36703.0,40373.0,TERSUAVE,PINTURAS,PINTURAS,1.0,H. J. HERRERA S.R.L.,3623
56724,PINT. EMAPI INT. EXT.  POLIUR X 1 LTS.,96007018,4619.5160000000005,6929.0,7622.0,EMAPI,PINTURAS,PINTURAS,1.0,EMAPI S.A.,5491
56725,PINT. EMAPI INT. EXT. POLIUR. X 4 LTS.,96007020,16599.75,24900.0,27390.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56726,PINT. EMAPI INT. EXT. POLIUR. X 20 LTS.,96007019,79745.584,119618.0,131580.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56727,PINT. EMAPI INT. EXT. POLIUR  X 10 LTS.,96007017,40818.615,61228.0,67351.0,EMAPI,PINTURAS,PINTURAS,1.0,EMAPI S.A.,5491
56728,PINT. EMAPI DURATONE I / E. X 20 LTS.,96007001,59971.579,89957.0,98953.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56729,PINT. CONVERTIDOR DE OXIDO X 1 LT VENTO,9917,8715.64,13073.0,14381.0,TERSUAVE,PINTURAS,PINTURAS,0.0,H. J. HERRERA S.R.L.,3623
56730,PINT. CONVERTIDOR DE OXIDO X 4 LTS.VENTO,9918,31694.992000000002,47542.0,52297.0,TERSUAVE,PINTURAS,PINTURAS,0.0,H. J. HERRERA S.R.L.,3623
56731,ALQ. COMPRESOR 50 LTS,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-10.0,AAA VARIOS,3714
56733,ALQ. CANGURO,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-31589.0,AAA VARIOS,3714
56734,ALQ. ASERRADORA HORMIGON,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-29.0,AAA VARIOS,3714
56735,ALQ. BOMBA SUMERGIBLE FUNDICION NEGRA(NO),,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-6.0,AAA VARIOS,3714
56736,ALQ. BOMBA SUMERGIBLE FUNDICION BLANCA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-8.0,AAA VARIOS,3714
56737,ALQ. BOMBA SUMERGIBLE FUNDICION AZUL,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-24.0,AAA VARIOS,3714
56738,ALQ. BOMBA SUMERGIBLE ACERO INOX.,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-6.0,AAA VARIOS,3714
56739,ALQ. ROTO PERCUTOR GAMA 6882,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-3.0,AAA VARIOS,3714
56740,ALQ. ROTOPERCUTOR GAMA 5566(NO),,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-3.0,AAA VARIOS,3714
56741,ALQ. ROTO PERCUTOR MAQUITA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1511.0,AAA VARIOS,3714
56742,ALQ. BOMBA EXTRACION COMBUSTIBLE,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56743,ALQ. GRUPO ELECTROGENO3500,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-4.0,AAA VARIOS,3714
56744,ALQ. SOLDADOR ELECTRICO,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-7.0,AAA VARIOS,3714
56745,ALQ. CARGADOR BATERIA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56746,ALQ. AMOLADORA GRANDE,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-7.0,AAA VARIOS,3714
56747,ALQ. AMOLADORA CHICA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-7.0,AAA VARIOS,3714
56748,ALQ. TALADRO GRANDE,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-17.0,AAA VARIOS,3714
56749,ALQ. AMOLADORA NEUMATICA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56750,ALQ. HIDROLAVADORA AZUL,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-6.0,AAA VARIOS,3714
56751,ALQ.OBRADOR  MACHIMBRADO,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1.0,AAA VARIOS,3714
56752,ALQ. MANGUERA AZUL NUEVA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-12121.0,AAA VARIOS,3714
56753,ALQ. MOTO BOMBA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56754,ALQ. HIDROLAVADORA A EXPLOSION,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1.0,AAA VARIOS,3714
56755,ALQ. ALARGADOR 20 MTS,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-7.0,AAA VARIOS,3714
56756,ALQ. PINZA CORTA PERNOS,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56757,ALQ. ESCALERA TIJERA 15 PELDAÑOS,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-4.0,AAA VARIOS,3714
56758,ALQ. ESCALERA EXTENSIBLE 1/2 HOJA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56759,ALQ.ESCALERA FAMILIAR 6 PELDAÑOS,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56760,ALQ. MOTOR EXPLOSION HORMIGONERA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1.0,AAA VARIOS,3714
56761,ALQ. MIRA,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1.0,AAA VARIOS,3714
56762,ALQ. TRIPODE,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,0.0,AAA VARIOS,3714
56763,ALQ. NIVEL OPTICO,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-15.0,AAA VARIOS,3714
56764,WEBER SUPER IGGAM P. PARIS X 30 KG,90-1204,31492.424,37791.0,41570.0,WEBER,BOLSAS,BOLSAS,1.0,WEBER - IGGAM,3607
56765,WEBER MEMBRANA LIQ X 10 KG,94-4010,33053.037000000004,39664.0,43630.0,WEBER,PINTURAS,PINTURAS,1.0,WEBER - IGGAM,3607
56766,WEBER MEMBRANA LIQ X 20 KG,94-4011,59141.341,70970.0,78067.0,WEBER,PINTURAS,PINTURAS,5.0,WEBER - IGGAM,3607
56767,WEBER MEMBRANA LIQ. F X 10 KG,94-4006,35635.497,42763.0,47039.0,WEBER,PINTURAS,PINTURAS,0.0,WEBER - IGGAM,3607
56768,WEBER MEMBRANA LIQ. F X 20 KG,94-4007,62566.511,75080.0,82588.0,WEBER,PINTURAS,PINTURAS,1.0,WEBER - IGGAM,3607
56769,ALQ. HORMIGONERA BONUS,,1.222,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-5.0,AAA VARIOS,3714
56770,MANO DE OBRA MECANICO,,1.452,1.0,2.0,SIN ASIGNAR,VARIOS,VARIOS,-1057900.0,AAA VARIOS,3714
56771,ALQ. EQUIPO P/ PINTAR (GAMMA) 500 W,,1.01,1.0,1.0,herramienta corralon,ALQUILER,ALQUILER,-1.0,AAA VARIOS,3714
56772,DISCO FLAP 4 1/2,7211,1759.676,2700.0,2970.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,49.0,BREMEN ARGENTINA S.A.,4335
56773,ARAGAN LIMPIA VIDRIO,,8454.525,12682.0,13950.0,SIN ASIGNAR,LIMPIEZA,LIMPIEZA,0.0,REINOSO - LIMPISIMO,3629
56774,ZZGAS X M3,,1.815,2.0,2.0,SIN ASIGNAR,VARIOS,VARIOS,0.0,EL OASIS,3610
56775,MANTENIMIENTO  SAVEIRO,,1.815,2.0,2.0,SIN ASIGNAR,VARIOS,VARIOS,-139283.27,EL OASIS,3610
56776,PINT. EMAPI LATEX HD INT. SATINADO X 20 LT,96007397,149936.877,224905.0,247396.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56777,PINT. EMAPI BARNIZ PRO MADERA X 4 LT,96010019,25078.585,37618.0,41380.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56778,MEMBRANA LIQUIDA X 4 KG EMACRIL,96011185,15613.927,23421.0,25763.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56779,ZZMEMBRANA LIQ ACRILICA X 20 KG GACO,10070387,12159.356,15807.0,17388.0,MEGAFLEX,PINTURAS,PINTURAS,0.0,DISENSA,5176
56780,MEMBRANA LIQ POLIURET X 20 KG TERSUAVE,4019,169733.426,220653.0,242719.0,TERSUAVE,PINTURAS,PINTURAS,0.0,TERSUAVE,3622
56781,WEBER MEMBRANA LIQ. F X 20 KG MEGA,PTMLTE20KGBLMG,145857.858,175029.0,192532.0,MEGAFLEX,PINTURAS,PINTURAS,8.0,WEBER - IGGAM,3607
56782,TIJERA MULTIUSO,7721,4323.276,6485.0,7133.0,BREMEN QUALITY TOOLS,FERRETERIA,FERRETERIA,11.0,BREMEN ARGENTINA S.A.,4335
56783,ZZVENENO RATICIDA K.C. X 50 GR,45-10010,1005.714,1509.0,1659.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,5.0,CONTAINER S.R.L.,3638
56784,"GALV CUPLA 2 1/2 """,072000242,13836.065,17987.0,19786.0,SIN ASIGNAR,GALVANIZADO,GALVANIZADO,-4.0,TUBONOR (PROVEEDOR),3706
56785,ART TRASLADO,,14999.995,15000.0,16500.0,SIN ASIGNAR,FLETE,FLETE,1990.0,CEJAS ARIDOS,4562
56786,ART ARIDOS TRASLADO,,14999.995,15000.0,16500.0,SIN ASIGNAR,ARIDOS,ARIDOS,-27899.0,CEJAS ARIDOS,4562
56787,LOZA DEPOSITO PRINGLES BCO,56787,24248.092,29098.0,32007.0,FERRUM,SANITARIOS,SANITARIOS,0.0,HOKA ( FELIPE CARCARA),4116
56788,SOLDADURA 7016 4MM X KG,,10672.2,14198.0,15618.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,0.0,HECTOR CABRAL Y CIA S.R.L.,3601
56789,SOLDADURA 6010 3.25MM X KG,,6403.32,8519.0,9370.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,0.0,HECTOR CABRAL Y CIA S.R.L.,3601
56790,SOLDADURA 562 4MM X 20KG,,461750.52,614293.0,675722.0,SIN ASIGNAR,FERRETERIA,FERRETERIA,0.0,HECTOR CABRAL Y CIA S.R.L.,3601
56791,ZZWE ADHESIVO PEGAZZO X 30 KG,,88.846,127.0,140.0,minetti,BOLSAS,BOLSAS,0.0,HOLCIM - MINETTI,3618
56795,GLICERINA  X 1 LT,043000275,14538.522,18900.0,20790.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
56796,LITARGIRIO X 1 KG,043000255,22123.850000000002,28761.0,31637.0,SIN ASIGNAR,PLOMERIA,PLOMERIA,0.0,TUBONOR (PROVEEDOR),3706
56797,"EPOXI CUPLA DE 2 1/2""",073000479,17187.288,22343.0,24578.0,SIN ASIGNAR,EPOXI,EPOXI,2.0,TUBONOR (PROVEEDOR),3706
56798,"EPOXI TAPON M 2 1/2""",073000348,7944.985000000001,10328.0,11361.0,SIN ASIGNAR,EPOXI,EPOXI,0.0,TUBONOR (PROVEEDOR),3706
56799,DURLOCK TORNILLO T2 X 100 P/AGUJA Ø6,TTAF06025,1893.426,2840.0,3124.0,BREMEN QUALITY TOOLS,TORNILLOS,TORNILLOS,-400.5,BREMEN ARGENTINA S.A.,4335
56800,DURLOCK TORNILLO T3 X 100 P/MECHA Ø6,TA73208,2791.875,4200.0,4620.0,ALVEAR,TORNILLOS,TORNILLOS,26.0,TORNILLO ALVEAR S.R.L.,5145
56801,AWA CAÑO 160 X 4 MTS,059000180,55960.744,72749.0,80024.0,AWADUCT,AWADUCT,AWADUCT,0.0,TUBONOR (PROVEEDOR),3706
56802,AWA CODO 90º X 160 M - H,062000041,23696.923,30806.0,33887.0,AWADUCT,AWADUCT,AWADUCT,8.0,TUBONOR (PROVEEDOR),3706
56804,WEBER FIJADOR SELLADOR TACURU. X 4 LT,99-8309,12134.297,18201.0,20022.0,WEBER,PINTURAS,PINTURAS,4.0,WEBER - IGGAM,3607
56805,PINT. EMAPI SELLADOR FIJ. X 20 LT,96007029,40075.005,60113.0,66124.0,EMAPI,PINTURAS,PINTURAS,0.0,EMAPI S.A.,5491
56806,WEBER LATEX CIELORRASOS X 20 LT,90-8620,57924.647000000004,86887.0,95576.0,WEBER,PINTURAS,PINTURAS,4.0,WEBER - IGGAM,3607
56807,ZZZALPIQUE 2 LAMPARA,365010,360.26300000000003,504.0,555.0,SIN ASIGNAR,ELECTRICIDAD,ELECTRICIDAD,0.0,C.J. ELECTRICIDAD S.H.,3712
56808,JABONERA FV,,589.875,767.0,844.0,SIN ASIGNAR,ESPECIALES,ESPECIALES,0.0,A. F. GENTILE TUCUMAN SA -,3688
56809,MANO DE OBRA EXCAVACION MAIPU,,0.0,0.0,0.0,SIN ASIGNAR,VARIOS,VARIOS,0.0,AAA VARIOS,3714
56810,MANO DE OBRA TUNELEO,,1.21,1.0,1.0,SIN ASIGNAR,VARIOS,VARIOS,-28545043.0,AAA VARIOS,3714
56811,MANO DE OBRA COLOCACION CAÑOS MAIPU,,0.0,0.0,0.0,SIN ASIGNAR,VARIOS,VARIOS,0.0,AAA VARIOS,3714
56812,ZZRETIRO ESCOMBROS,,1.498,1.0,2.0,SIN ASIGNAR,VARIOS,VARIOS,-412150.0,AAA VARIOS,3714
